customer_id,last_purchase,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_code,rfm_segment
C01603,2025-10-19,1,113480.43,74,3,1,2,312,Обычные
C01604,2025-12-19,3,269092.93,13,5,4,4,544,Чемпионы
C01605,2025-01-24,1,10402.71,342,1,1,1,111,Обычные
C01606,2025-10-17,3,280266.44,76,3,4,4,344,Лояльные
C01607,2025-12-30,3,455666.25,2,5,4,5,545,Чемпионы
C01609,2025-12-13,2,239789.01,19,4,3,3,433,Обычные
C01610,2025-12-30,11,733107.42,2,5,5,5,555,Чемпионы
C01611,2025-04-07,4,268469.95,269,1,4,4,144,Крупные покупатели
C01612,2025-11-30,5,654349.89,32,4,5,5,455,Чемпионы
C01613,2025-07-02,1,0.0,183,1,1,1,111,Обычные
C01614,2025-12-14,3,325556.33999999997,18,4,4,4,444,Чемпионы
C01615,2025-09-24,2,203525.37999999998,99,2,3,3,233,Под риском ухода
C01616,2025-08-12,6,518728.1,142,2,5,5,255,Крупные покупатели
C01617,2025-12-01,4,446906.93,31,4,4,5,445,Чемпионы
C01621,2025-06-04,2,84813.24,211,1,3,2,132,Под риском ухода
C01622,2025-09-28,3,584045.85,95,3,4,5,345,Лояльные
C01623,2025-08-18,3,313588.45999999996,136,2,4,4,244,Крупные покупатели
C01624,2025-04-07,3,482707.0,269,1,4,5,145,Крупные покупатели
C01625,2025-12-01,4,476704.5,31,4,4,5,445,Чемпионы
C01626,2025-10-17,1,17806.77,76,3,1,1,311,Обычные
C01628,2025-08-19,1,163554.09,135,2,1,3,213,Обычные
C01629,2025-12-17,9,600284.01,15,5,5,5,555,Чемпионы
C01630,2025-07-12,1,180606.03999999998,173,2,1,3,213,Обычные
C01631,2025-05-19,1,0.0,227,1,1,1,111,Обычные
C01632,2025-12-02,1,495.42,30,4,1,1,411,Новые/перспективные
C01633,2025-12-30,3,104686.68,2,5,4,2,542,Лояльные
C01635,2025-10-16,1,1750.33,77,3,1,1,311,Обычные
C01636,2025-12-18,2,129640.89000000001,14,5,3,2,532,Обычные
C01638,2025-04-27,1,23823.2,249,1,2,1,121,Обычные
C01639,2025-08-24,1,5314.56,130,2,2,1,221,Обычные
C01640,2025-05-27,1,72902.91,219,1,2,2,122,Обычные
C01641,2025-12-25,7,375951.67000000004,7,5,5,4,554,Чемпионы
C01643,2025-12-24,1,129287.29,8,5,2,2,522,Новые/перспективные
C01644,2025-08-22,1,3698.13,132,2,2,1,221,Обычные
C01646,2025-08-11,2,47072.29,143,2,3,1,231,Под риском ухода
C01647,2025-11-23,1,50670.1,39,4,2,1,421,Новые/перспективные
C01649,2025-11-04,1,241041.76,58,3,2,3,323,Обычные
C01650,2025-11-28,3,492234.98,34,4,4,5,445,Чемпионы
C01651,2025-11-04,5,425178.3,58,3,5,4,354,Лояльные
C01652,2025-06-26,2,9452.02,189,1,3,1,131,Под риском ухода
C01653,2025-12-14,1,134654.11000000002,18,4,2,2,422,Новые/перспективные
C01654,2025-07-04,1,141676.58,181,2,2,3,223,Обычные
C01655,2025-10-20,9,555496.89,73,3,5,5,355,Лояльные
C01658,2025-06-22,1,21588.65,193,1,2,1,121,Обычные
C01659,2025-02-13,1,67124.93,322,1,2,2,122,Обычные
C01660,2025-10-03,4,178597.35,90,3,4,3,343,Лояльные
C01661,2025-01-04,1,120731.81,362,1,2,2,122,Обычные
C01664,2025-12-08,2,92732.05,24,4,3,2,432,Обычные
C01665,2025-12-24,6,533707.52,8,5,5,5,555,Чемпионы
C01667,2025-10-19,1,106558.51,74,3,2,2,322,Обычные
C01669,2025-11-29,7,350612.5,33,4,5,4,454,Чемпионы
C01671,2025-09-13,1,43335.35,110,2,2,1,221,Обычные
C01672,2025-03-28,1,90846.12,279,1,2,2,122,Обычные
C01673,2025-09-14,2,377562.44,109,2,3,4,234,Крупные покупатели
C01675,2025-01-05,1,153340.62,361,1,2,3,123,Обычные
C01678,2025-12-31,1,103128.43,1,5,2,2,522,Новые/перспективные
C01679,2025-01-17,1,304069.83999999997,349,1,2,4,124,Крупные покупатели
C01680,2025-10-05,6,451551.46,88,3,5,5,355,Лояльные
C01681,2025-11-02,2,255898.24,60,3,3,4,334,Крупные покупатели
C01682,2025-08-05,2,476385.61,149,2,3,5,235,Крупные покупатели
C01684,2025-12-24,6,416402.6,8,5,5,4,554,Чемпионы
C01686,2025-08-27,3,105824.23000000001,127,2,4,2,242,Под риском ухода
C01688,2025-11-05,3,147822.54,57,3,4,3,343,Лояльные
C01689,2025-10-17,5,292939.63,76,3,5,4,354,Лояльные
C01690,2025-12-14,6,524213.74,18,4,5,5,455,Чемпионы
C01691,2025-05-29,1,62173.67,217,1,2,2,122,Обычные
C01692,2025-11-11,3,351192.82999999996,51,3,4,4,344,Лояльные
C01693,2025-06-28,4,288223.38,187,1,4,4,144,Крупные покупатели
C01694,2025-11-23,5,447713.06,39,4,5,5,455,Чемпионы
C01695,2025-06-01,1,308125.06,214,1,2,4,124,Крупные покупатели
C01696,2025-06-26,3,125435.86,189,1,4,2,142,Под риском ухода
C01697,2025-09-16,5,329702.35,107,2,5,4,254,Крупные покупатели
C01698,2025-12-28,4,395199.85000000003,4,5,4,4,544,Чемпионы
C01699,2025-10-14,5,448262.22,79,3,5,5,355,Лояльные
C01701,2025-11-08,3,177246.93,54,3,4,3,343,Лояльные
C01702,2025-08-15,1,11506.73,139,2,2,1,221,Обычные
C01703,2025-06-20,2,273831.01,195,1,3,4,134,Крупные покупатели
C01704,2025-06-12,1,1921.18,203,1,2,1,121,Обычные
C01705,2025-12-26,3,144346.72999999998,6,5,4,3,543,Лояльные
C01706,2025-12-19,3,286525.85000000003,13,5,4,4,544,Чемпионы
C01708,2025-04-15,1,6771.99,261,1,2,1,121,Обычные
C01709,2025-05-03,1,108606.23999999999,243,1,2,2,122,Обычные
C01710,2025-11-11,9,323264.99,51,3,5,4,354,Лояльные
C01711,2025-12-23,2,116180.81,9,5,3,2,532,Обычные
C01712,2025-12-15,7,774838.04,17,4,5,5,455,Чемпионы
C01714,2025-12-21,6,791884.75,11,5,5,5,555,Чемпионы
C01715,2025-10-31,5,295027.95,62,3,5,4,354,Лояльные
C01717,2025-03-11,1,85092.33,296,1,2,2,122,Обычные
C01718,2025-12-24,4,397688.04,8,5,4,4,544,Чемпионы
C01719,2025-08-16,2,578778.8,138,2,3,5,235,Крупные покупатели
C01720,2025-08-20,3,273050.79,134,2,4,4,244,Крупные покупатели
C01721,2025-12-02,7,626379.49,30,4,5,5,455,Чемпионы
C01726,2025-02-25,1,30797.870000000003,310,1,2,1,121,Обычные
C01727,2025-10-11,5,265703.91,82,3,5,4,354,Лояльные
C01728,2025-12-23,3,314230.93999999994,9,5,4,4,544,Чемпионы
C01731,2025-12-17,2,273280.4,15,5,3,4,534,Крупные покупатели
C01732,2025-09-15,4,282921.22,108,2,4,4,244,Крупные покупатели
C01733,2025-12-24,2,146729.75,8,5,3,3,533,Обычные
C01734,2025-10-27,3,408822.46,66,3,4,4,344,Лояльные
C01735,2025-05-24,2,88466.37000000001,222,1,3,2,132,Под риском ухода
C01737,2025-07-31,1,66275.39,154,2,2,2,222,Обычные
C01738,2025-11-02,5,419449.08999999997,60,3,5,4,354,Лояльные
C01739,2025-10-31,1,53509.4,62,3,2,1,321,Обычные
C01740,2025-10-26,2,147597.43,67,3,3,3,333,Обычные
C01741,2025-10-15,5,264232.91000000003,78,3,5,4,354,Лояльные
C01742,2025-10-01,5,597753.66,92,3,5,5,355,Лояльные
C01743,2025-11-07,2,88195.07,55,3,3,2,332,Обычные
C01745,2025-11-07,8,870674.61,55,3,5,5,355,Лояльные
C01746,2025-08-30,8,529406.07,124,2,5,5,255,Крупные покупатели
C01747,2025-12-18,1,99209.34,14,5,2,2,522,Новые/перспективные
C01748,2025-07-13,1,79605.75,172,2,2,2,222,Обычные
C01750,2025-12-23,4,354778.70999999996,9,5,4,4,544,Чемпионы
C01751,2025-10-06,3,356252.38,87,3,4,4,344,Лояльные
C01752,2025-06-04,2,230500.07,211,1,3,3,133,Под риском ухода
C01753,2025-12-18,5,227542.77,14,5,5,3,553,Лояльные
C01754,2025-05-05,2,166538.81999999998,241,1,3,3,133,Под риском ухода
C01755,2025-08-13,2,116947.84,141,2,3,2,232,Под риском ухода
C01756,2025-12-15,9,712033.59,17,4,5,5,455,Чемпионы
C01757,2025-10-17,2,200881.77,76,3,3,3,333,Обычные
C01759,2025-02-17,1,82137.75,318,1,2,2,122,Обычные
C01762,2025-10-16,4,162356.72,77,3,4,3,343,Лояльные
C01763,2025-11-08,12,1351044.93,54,3,5,5,355,Лояльные
C01764,2025-12-27,5,467460.6,5,5,5,5,555,Чемпионы
C01765,2025-10-27,2,211148.94,66,3,3,3,333,Обычные
C01766,2025-10-22,6,439724.25,71,3,5,4,354,Лояльные
C01768,2025-09-06,1,134102.98,117,2,2,2,222,Обычные
C01769,2025-08-04,3,140860.1,150,2,4,3,243,Под риском ухода
C01770,2025-12-07,2,72263.59,25,4,3,2,432,Обычные
C01771,2025-11-17,4,424135.77999999997,45,4,4,4,444,Чемпионы
C01773,2025-12-03,1,72564.66,29,4,2,2,422,Новые/перспективные
C01774,2025-10-04,7,367693.34,89,3,5,4,354,Лояльные
C01777,2025-06-05,1,72171.79000000001,210,1,2,2,122,Обычные
C01778,2025-03-29,1,198683.28999999998,278,1,2,3,123,Обычные
C01779,2025-06-30,1,31229.12,185,1,2,1,121,Обычные
C01780,2025-03-06,1,31083.530000000002,301,1,2,1,121,Обычные
C01781,2025-10-09,1,0.0,84,3,2,1,321,Обычные
C01783,2025-11-08,3,128004.36,54,3,4,2,342,Лояльные
C01784,2025-12-18,6,506490.57,14,5,5,5,555,Чемпионы
C01786,2025-08-02,2,734970.1,152,2,3,5,235,Крупные покупатели
C01787,2025-08-23,1,39323.35,131,2,2,1,221,Обычные
C01788,2025-10-10,3,419034.69,83,3,4,4,344,Лояльные
C01789,2025-08-05,2,93461.42,149,2,3,2,232,Под риском ухода
C01790,2025-03-11,2,83144.13,296,1,3,2,132,Под риском ухода
C01791,2025-12-27,3,360232.72,5,5,4,4,544,Чемпионы
C01792,2025-02-15,1,216724.61,320,1,2,3,123,Обычные
C01793,2025-02-20,2,227729.19,315,1,3,3,133,Под риском ухода
C01794,2025-08-10,1,250543.51,144,2,2,3,223,Обычные
C01795,2025-09-05,1,70595.65,118,2,2,2,222,Обычные
C01796,2025-08-05,2,489185.09,149,2,3,5,235,Крупные покупатели
C01797,2025-12-17,4,356866.67,15,5,4,4,544,Чемпионы
C01798,2025-11-22,1,180573.88,40,4,2,3,423,Новые/перспективные
C01799,2025-09-28,1,17725.83,95,3,2,1,321,Обычные
C01801,2025-12-08,2,109285.86,24,4,3,2,432,Обычные
C01802,2025-04-21,1,1255.43,255,1,2,1,121,Обычные
C01803,2025-11-11,3,270622.08,51,3,4,4,344,Лояльные
C01804,2025-12-14,3,289420.51,18,4,4,4,444,Чемпионы
C01806,2025-07-26,1,58320.26,159,2,2,1,221,Обычные
C01807,2025-11-29,3,59179.74,33,4,4,1,441,Лояльные
C01808,2025-09-29,3,191301.22,94,3,4,3,343,Лояльные
C01809,2025-08-22,6,444587.13,132,2,5,4,254,Крупные покупатели
C01811,2025-12-03,9,465361.02,29,4,5,5,455,Чемпионы
C01812,2025-08-02,2,5024.47,152,2,3,1,231,Под риском ухода
C01814,2025-07-27,1,149607.83000000002,158,2,2,3,223,Обычные
C01815,2025-12-17,8,687281.4,15,5,5,5,555,Чемпионы
C01816,2025-12-09,4,432204.22,23,4,4,4,444,Чемпионы
C01817,2025-08-09,1,83622.13,145,2,2,2,222,Обычные
C01818,2025-11-30,2,303106.68,32,4,3,4,434,Крупные покупатели
C01819,2025-10-16,3,214514.7,77,3,4,3,343,Лояльные
C01822,2025-09-04,1,85283.8,119,2,2,2,222,Обычные
C01823,2025-01-24,2,111560.73,342,1,3,2,132,Под риском ухода
C01824,2025-11-17,3,269573.89,45,4,4,4,444,Чемпионы
C01825,2025-12-31,7,623295.0599999999,1,5,5,5,555,Чемпионы
C01828,2025-10-31,1,50605.39,62,3,2,1,321,Обычные
C01829,2025-08-26,6,525082.1,128,2,5,5,255,Крупные покупатели
C01830,2025-06-30,1,2346.46,185,1,2,1,121,Обычные
C01832,2025-06-19,2,68306.93,196,1,3,2,132,Под риском ухода
C01833,2025-12-22,2,252048.82,10,5,3,3,533,Обычные
C01834,2025-11-03,3,65621.57,59,3,4,2,342,Лояльные
C01835,2025-09-25,3,545773.82,98,2,4,5,245,Крупные покупатели
C01836,2025-11-09,2,314810.57,53,3,3,4,334,Крупные покупатели
C01837,2025-10-28,2,168665.26,65,3,3,3,333,Обычные
C01838,2025-11-20,1,49710.49,42,4,2,1,421,Новые/перспективные
C01839,2025-12-31,6,350526.51999999996,1,5,5,4,554,Чемпионы
C01840,2025-12-12,2,112730.3,20,4,3,2,432,Обычные
C01841,2025-09-30,5,401745.65,93,3,5,4,354,Лояльные
C01843,2025-04-01,1,2737.62,275,1,2,1,121,Обычные
C01844,2025-10-09,1,15219.29,84,3,2,1,321,Обычные
C01845,2025-07-16,2,139002.19,169,2,3,2,232,Под риском ухода
C01846,2025-04-05,1,139964.76,271,1,2,3,123,Обычные
C01847,2025-09-11,2,227496.05,112,2,3,3,233,Под риском ухода
C01848,2025-11-08,4,298505.47,54,3,4,4,344,Лояльные
C01849,2025-12-22,1,39723.08,10,5,2,1,521,Новые/перспективные
C01850,2025-10-01,2,52688.71,92,3,3,1,331,Обычные
C01851,2025-12-07,4,294298.89,25,4,4,4,444,Чемпионы
C01852,2025-02-22,1,44906.36,313,1,2,1,121,Обычные
C01854,2025-09-28,2,25020.559999999998,95,3,3,1,331,Обычные
C01855,2025-12-15,9,352576.91000000003,17,4,5,4,454,Чемпионы
C01856,2025-12-15,9,897875.65,17,4,5,5,455,Чемпионы
C01860,2025-03-29,1,133808.52000000002,278,1,2,2,122,Обычные
C01861,2025-10-02,3,120067.70000000001,91,3,4,2,342,Лояльные
C01862,2025-02-08,1,16379.78,327,1,2,1,121,Обычные
C01865,2025-12-30,5,245841.68,2,5,5,3,553,Лояльные
C01869,2025-12-25,14,906233.99,7,5,5,5,555,Чемпионы
C01870,2025-06-25,5,655369.85,190,1,5,5,155,Крупные покупатели
C01871,2025-12-17,2,44592.58,15,5,3,1,531,Обычные
C01872,2025-03-24,1,234297.53999999998,283,1,2,3,123,Обычные
C01873,2025-11-25,4,227214.69,37,4,4,3,443,Лояльные
C01874,2025-02-21,1,43226.64,314,1,2,1,121,Обычные
C01876,2025-10-11,9,572020.13,82,3,5,5,355,Лояльные
C01877,2025-12-07,3,253984.63,25,4,4,3,443,Лояльные
C01878,2025-12-18,3,418268.14,14,5,4,4,544,Чемпионы
C01879,2025-06-07,1,127598.29,208,1,2,2,122,Обычные
C01881,2025-09-27,3,119327.88,96,2,4,2,242,Под риском ухода
C01882,2025-07-25,1,0.0,160,2,2,1,221,Обычные
C01883,2025-12-22,5,293192.5,10,5,5,4,554,Чемпионы
C01884,2025-12-29,8,356940.36,3,5,5,4,554,Чемпионы
C01885,2025-12-05,7,432132.07,27,4,5,4,454,Чемпионы
C01888,2025-11-23,5,392941.83999999997,39,4,5,4,454,Чемпионы
C01889,2025-12-28,29,1976095.22,4,5,5,5,555,Чемпионы
C01891,2025-08-16,1,261344.86000000002,138,2,2,4,224,Крупные покупатели
C01892,2025-02-28,1,37985.98,307,1,2,1,121,Обычные
C01893,2025-10-12,6,572716.5700000001,81,3,5,5,355,Лояльные
C01894,2025-04-25,1,70567.59,251,1,2,2,122,Обычные
C01895,2025-09-01,2,64119.56,122,2,3,2,232,Под риском ухода
C01896,2025-12-12,4,407837.01,20,4,4,4,444,Чемпионы
C01897,2025-12-24,15,1965622.77,8,5,5,5,555,Чемпионы
C01898,2025-09-06,5,504539.93000000005,117,2,5,5,255,Крупные покупатели
C01899,2025-12-16,2,1846.79,16,5,3,1,531,Обычные
C01900,2025-05-17,1,212271.5,229,1,2,3,123,Обычные
C01903,2025-12-05,10,1160318.82,27,4,5,5,455,Чемпионы
C01906,2025-12-27,7,690255.56,5,5,5,5,555,Чемпионы
C01907,2025-09-08,3,149405.25,115,2,4,3,243,Под риском ухода
C01909,2025-12-23,8,460931.16000000003,9,5,5,5,555,Чемпионы
C01911,2025-07-17,3,96111.03,168,2,4,2,242,Под риском ухода
C01912,2025-10-01,2,160019.76,92,3,3,3,333,Обычные
C01913,2025-11-17,3,118743.65,45,4,4,2,442,Лояльные
C01914,2025-11-28,1,88991.14000000001,34,4,2,2,422,Новые/перспективные
C01916,2025-09-25,3,141258.05,98,2,4,3,243,Под риском ухода
C01917,2025-01-22,1,81239.09,344,1,2,2,122,Обычные
C01918,2025-12-26,10,812527.32,6,5,5,5,555,Чемпионы
C01919,2025-04-27,1,57337.78,249,1,2,1,121,Обычные
C01920,2025-01-20,1,509.04,346,1,2,1,121,Обычные
C01921,2025-12-25,5,477824.16,7,5,5,5,555,Чемпионы
C01923,2025-12-31,1,40355.33,1,5,2,1,521,Новые/перспективные
C01924,2025-12-16,2,88816.74,16,5,3,2,532,Обычные
C01926,2025-12-18,3,373352.67,14,5,4,4,544,Чемпионы
C01927,2025-10-28,2,92913.27,65,3,3,2,332,Обычные
C01928,2025-01-08,1,0.0,358,1,2,1,121,Обычные
C01929,2025-10-24,2,221802.99,69,3,3,3,333,Обычные
C01930,2025-09-26,2,15617.64,97,2,3,1,231,Под риском ухода
C01931,2025-03-20,1,77940.76,287,1,2,2,122,Обычные
C01932,2025-01-30,1,0.0,336,1,2,1,121,Обычные
C01933,2025-04-08,1,23176.96,268,1,2,1,121,Обычные
C01934,2025-09-20,2,220917.05000000002,103,2,3,3,233,Под риском ухода
C01935,2025-10-24,1,174867.07,69,3,2,3,323,Обычные
C01936,2025-10-31,8,924299.7999999999,62,3,5,5,355,Лояльные
C01937,2025-06-29,1,135859.47,186,1,2,2,122,Обычные
C01938,2025-08-01,1,159809.91,153,2,2,3,223,Обычные
C01939,2025-12-26,10,1225927.3599999999,6,5,5,5,555,Чемпионы
C01940,2025-11-01,3,245115.02,61,3,4,3,343,Лояльные
C01941,2025-04-22,2,159308.67,254,1,3,3,133,Под риском ухода
C01942,2025-12-26,4,220269.57,6,5,4,3,543,Лояльные
C01944,2025-12-18,5,721928.8099999999,14,5,5,5,555,Чемпионы
C01945,2025-12-19,2,326815.13999999996,13,5,3,4,534,Крупные покупатели
C01946,2025-11-08,3,99385.69,54,3,4,2,342,Лояльные
C01947,2025-12-21,3,92160.4,11,5,4,2,542,Лояльные
C01948,2025-12-26,9,829057.23,6,5,5,5,555,Чемпионы
C01949,2025-08-13,3,495432.31000000006,141,2,4,5,245,Крупные покупатели
C01950,2025-12-24,4,176933.22999999998,8,5,4,3,543,Лояльные
C01951,2025-09-14,2,291855.97,109,2,3,4,234,Крупные покупатели
C01952,2025-09-08,4,562408.73,115,2,4,5,245,Крупные покупатели
C01953,2025-12-28,2,164576.1,4,5,3,3,533,Обычные
C01955,2025-01-18,1,141730.19,348,1,2,3,123,Обычные
C01956,2025-10-22,9,620479.9,71,3,5,5,355,Лояльные
C01957,2025-12-30,7,592672.53,2,5,5,5,555,Чемпионы
C01958,2025-12-25,11,1221281.6199999999,7,5,5,5,555,Чемпионы
C01959,2025-08-09,3,237414.13,145,2,4,3,243,Под риском ухода
C01960,2025-12-27,2,527522.56,5,5,3,5,535,Крупные покупатели
C01961,2025-07-08,4,206021.51,177,2,4,3,243,Под риском ухода
C01962,2025-11-26,6,219534.97,36,4,5,3,453,Лояльные
C01963,2025-01-27,1,41805.83,339,1,2,1,121,Обычные
C01964,2025-12-17,2,234670.45,15,5,3,3,533,Обычные
C01965,2025-03-24,1,161892.28,283,1,2,3,123,Обычные
C01966,2025-12-18,2,245726.49,14,5,3,3,533,Обычные
C01968,2025-10-08,4,548451.88,85,3,4,5,345,Лояльные
C01969,2025-12-23,5,194416.48,9,5,5,3,553,Лояльные
C01970,2025-10-19,5,913577.1600000001,74,3,5,5,355,Лояльные
C01971,2025-08-30,7,427761.84,124,2,5,4,254,Крупные покупатели
C01972,2025-09-22,3,288374.34,101,2,4,4,244,Крупные покупатели
C01973,2025-09-10,3,273579.8,113,2,4,4,244,Крупные покупатели
C01974,2025-12-23,2,109482.14,9,5,3,2,532,Обычные
C01975,2025-12-27,3,555100.6799999999,5,5,4,5,545,Чемпионы
C01976,2025-12-25,4,53016.94,7,5,4,1,541,Лояльные
C01977,2025-11-14,5,298206.94,48,3,5,4,354,Лояльные
C01978,2025-02-04,1,33132.11,331,1,2,1,121,Обычные
C01979,2025-09-10,2,202816.71,113,2,3,3,233,Под риском ухода
C01981,2025-12-25,7,604739.3099999999,7,5,5,5,555,Чемпионы
C01982,2025-07-07,2,73066.93,178,2,3,2,232,Под риском ухода
C01986,2025-09-07,3,282227.24,116,2,4,4,244,Крупные покупатели
C01987,2025-11-29,3,565778.0599999999,33,4,4,5,445,Чемпионы
C01988,2025-05-29,3,85224.38,217,1,4,2,142,Под риском ухода
C01989,2025-12-30,2,57120.81,2,5,3,1,531,Обычные
C01990,2025-06-14,1,172374.54,201,1,2,3,123,Обычные
C01991,2025-10-28,1,63488.18,65,3,2,2,322,Обычные
C01992,2025-03-30,2,217134.38,277,1,3,3,133,Под риском ухода
C01993,2025-11-20,1,8661.38,42,4,2,1,421,Новые/перспективные
C01995,2025-12-16,6,1457194.36,16,5,5,5,555,Чемпионы
C01996,2025-07-20,3,145012.19,165,2,4,3,243,Под риском ухода
C01998,2025-12-28,6,589755.3099999999,4,5,5,5,555,Чемпионы
C02000,2025-07-21,2,139712.86000000002,164,2,3,3,233,Под риском ухода
C02001,2025-11-16,6,318046.24,46,4,5,4,454,Чемпионы
C02003,2025-12-18,3,385275.37,14,5,4,4,544,Чемпионы
C02004,2025-09-26,1,191365.02,97,2,2,3,223,Обычные
C02006,2025-12-25,8,565918.9,7,5,5,5,555,Чемпионы
C02007,2025-10-29,2,364838.27,64,3,3,4,334,Крупные покупатели
C02008,2025-12-20,1,216587.94,12,5,2,3,523,Новые/перспективные
C02009,2025-09-18,2,40619.619999999995,105,2,3,1,231,Под риском ухода
C02010,2025-10-28,4,186478.13,65,3,4,3,343,Лояльные
C02011,2025-11-16,1,102891.4,46,4,2,2,422,Новые/перспективные
C02012,2025-12-26,10,1507916.13,6,5,5,5,555,Чемпионы
C02013,2025-05-11,4,217970.36,235,1,4,3,143,Под риском ухода
C02015,2025-08-20,1,43890.45,134,2,2,1,221,Обычные
C02016,2025-11-21,4,52591.07,41,4,4,1,441,Лояльные
C02017,2025-12-30,12,1396447.06,2,5,5,5,555,Чемпионы
C02019,2025-11-27,2,20977.530000000002,35,4,3,1,431,Обычные
C02021,2025-07-03,1,29272.03,182,2,2,1,221,Обычные
C02022,2025-03-04,1,1567.3,303,1,2,1,121,Обычные
C02023,2025-12-14,5,478105.37000000005,18,4,5,5,455,Чемпионы
C02024,2025-07-29,1,14065.12,156,2,2,1,221,Обычные
C02025,2025-10-14,1,63266.26,79,3,2,2,322,Обычные
C02026,2025-11-06,1,21440.55,56,3,2,1,321,Обычные
C02027,2025-08-12,1,112159.06000000001,142,2,2,2,222,Обычные
C02028,2025-11-30,1,1407.62,32,4,2,1,421,Новые/перспективные
C02029,2025-04-10,2,148166.2,266,1,3,3,133,Под риском ухода
C02031,2025-07-20,3,167092.69,165,2,4,3,243,Под риском ухода
C02032,2025-06-05,3,481378.39,210,1,4,5,145,Крупные покупатели
C02033,2025-08-29,2,173566.39,125,2,3,3,233,Под риском ухода
C02034,2025-11-12,3,266657.81,50,3,4,4,344,Лояльные
C02035,2025-05-29,3,216179.09,217,1,4,3,143,Под риском ухода
C02038,2025-11-20,9,1101256.47,42,4,5,5,455,Чемпионы
C02039,2025-12-19,4,343442.03,13,5,4,4,544,Чемпионы
C02040,2025-12-10,1,11657.82,22,4,2,1,421,Новые/перспективные
C02041,2025-10-02,1,153983.55,91,3,2,3,323,Обычные
C02042,2025-12-08,5,769446.2100000001,24,4,5,5,455,Чемпионы
C02043,2025-12-29,4,372533.18,3,5,4,4,544,Чемпионы
C02044,2025-06-28,1,135843.36,187,1,2,2,122,Обычные
C02045,2025-09-24,5,255665.3,99,2,5,3,253,Под риском ухода
C02046,2025-05-28,1,46898.09,218,1,2,1,121,Обычные
C02047,2025-11-11,1,0.0,51,3,2,1,321,Обычные
C02048,2025-11-03,2,65675.47,59,3,3,2,332,Обычные
C02051,2025-09-21,2,410758.61,102,2,3,4,234,Крупные покупатели
C02052,2025-11-28,3,51188.43,34,4,4,1,441,Лояльные
C02054,2025-11-14,1,8131.25,48,3,2,1,321,Обычные
C02056,2025-09-18,2,39748.42,105,2,3,1,231,Под риском ухода
C02057,2025-11-17,6,333935.74,45,4,5,4,454,Чемпионы
C02059,2025-09-14,2,167044.56,109,2,3,3,233,Под риском ухода
C02061,2025-12-23,2,31729.75,9,5,3,1,531,Обычные
C02062,2025-11-10,3,112183.78,52,3,4,2,342,Лояльные
C02063,2025-01-17,1,66917.51,349,1,2,2,122,Обычные
C02065,2025-11-12,1,79532.86,50,3,2,2,322,Обычные
C02066,2025-09-19,7,477091.91000000003,104,2,5,5,255,Крупные покупатели
C02067,2025-11-21,2,282130.18,41,4,3,4,434,Крупные покупатели
C02069,2025-06-14,3,158498.15,201,1,4,3,143,Под риском ухода
C02074,2025-10-12,1,33630.75,81,3,2,1,321,Обычные
C02076,2025-12-24,3,261016.27000000002,8,5,4,4,544,Чемпионы
C02077,2025-07-27,2,240861.06000000003,158,2,3,3,233,Под риском ухода
C02079,2025-12-27,4,91146.12,5,5,4,2,542,Лояльные
C02080,2025-10-25,2,915868.9500000001,68,3,3,5,335,Крупные покупатели
C02081,2025-11-18,3,554860.66,44,4,4,5,445,Чемпионы
C02082,2025-12-16,3,440882.37,16,5,4,4,544,Чемпионы
C02083,2025-09-01,1,10954.66,122,2,2,1,221,Обычные
C02084,2025-12-12,2,364892.71,20,4,3,4,434,Крупные покупатели
C02085,2025-01-16,1,179242.65,350,1,2,3,123,Обычные
C02086,2025-12-06,4,955489.19,26,4,4,5,445,Чемпионы
C02087,2025-09-03,2,181285.68,120,2,3,3,233,Под риском ухода
C02088,2025-08-06,2,68218.98000000001,148,2,3,2,232,Под риском ухода
C02090,2025-12-10,8,425051.28,22,4,5,4,454,Чемпионы
C02091,2025-07-01,2,95935.0,184,1,3,2,132,Под риском ухода
C02093,2025-12-04,10,503754.52,28,4,5,5,455,Чемпионы
C02094,2025-12-24,3,165522.76,8,5,4,3,543,Лояльные
C02095,2025-09-08,2,70800.1,115,2,3,2,232,Под риском ухода
C02096,2025-10-15,3,289822.27999999997,78,3,4,4,344,Лояльные
C02098,2025-12-12,4,375352.69,20,4,4,4,444,Чемпионы
C02099,2025-12-26,6,789230.35,6,5,5,5,555,Чемпионы
C02101,2025-04-19,1,177879.94,257,1,2,3,123,Обычные
C02102,2025-10-16,2,196649.18,77,3,3,3,333,Обычные
C02103,2025-11-17,4,264697.48,45,4,4,4,444,Чемпионы
C02104,2025-08-11,1,141181.3,143,2,2,3,223,Обычные
C02105,2025-11-25,1,34545.77,37,4,2,1,421,Новые/перспективные
C02106,2025-11-14,2,348801.92,48,3,3,4,334,Крупные покупатели
C02107,2025-12-20,3,254922.6,12,5,4,3,543,Лояльные
C02109,2025-09-03,1,111653.01000000001,120,2,2,2,222,Обычные
C02110,2025-07-22,1,107614.43,163,2,2,2,222,Обычные
C02111,2025-12-22,5,664257.38,10,5,5,5,555,Чемпионы
C02112,2025-08-30,3,123399.43,124,2,4,2,242,Под риском ухода
C02113,2025-05-01,1,0.0,245,1,2,1,121,Обычные
C02114,2025-10-31,7,544260.95,62,3,5,5,355,Лояльные
