ticket_id,created_at,channel,category,priority,customer_segment,previous_tickets_90d,backlog_at_creation,agent_experience_months,first_response_minutes,messages_count,reopen_count,resolution_minutes,sla_limit_minutes,sla_breached,cluster
TKT-01942,2026-04-28 03:41:00,phone,technical,medium,business,5,10,23,34.3,12,2,783.7,1200,0,0
TKT-01943,2026-05-30 08:04:00,chat,technical,high,standard,6,19,25,32.2,17,2,1139.4,780,1,0
TKT-01944,2026-05-12 04:35:00,portal,billing,high,standard,2,6,41,14.5,3,0,140.2,780,0,1
TKT-01945,2026-05-07 13:12:00,chat,account,medium,standard,2,52,21,114.4,8,1,754.1,1200,0,2
TKT-01946,2026-01-10 06:26:00,email,incident,high,business,3,50,21,101.4,7,0,2031.7,780,1,2
TKT-01947,2026-06-18 20:33:00,email,account,low,standard,2,11,32,13.9,3,0,186.7,1800,0,1
TKT-01948,2026-01-23 18:51:00,email,technical,high,business,1,51,25,133.7,8,1,715.8,780,0,2
TKT-01949,2026-02-15 15:20:00,portal,account,medium,standard,1,15,23,15.7,7,1,209.2,1200,0,1
TKT-01950,2026-03-22 07:13:00,email,incident,low,business,4,51,17,122.6,3,2,1296.2,1800,0,2
TKT-01951,2026-02-21 21:55:00,phone,technical,critical,vip,3,49,4,123.6,11,2,1127.8,420,1,2
TKT-01952,2026-04-17 16:52:00,portal,incident,critical,standard,2,11,26,10.7,3,0,198.9,420,1,1
TKT-01953,2026-01-10 12:34:00,chat,billing,high,standard,2,44,27,162.8,7,0,1041.6,780,1,2
TKT-01954,2026-03-23 16:20:00,chat,technical,high,vip,2,51,22,128.0,8,2,1808.8,780,1,2
TKT-01955,2026-03-04 21:38:00,email,technical,high,vip,3,51,22,119.7,7,1,1382.2,780,0,2
TKT-01956,2026-04-27 11:20:00,portal,technical,medium,business,2,42,16,151.3,5,1,1015.0,1200,0,2
TKT-01957,2026-04-04 13:31:00,portal,account,low,business,6,17,38,46.6,13,1,501.6,1800,0,0
TKT-01958,2026-05-17 01:53:00,portal,billing,medium,standard,1,14,33,12.6,2,0,115.9,1200,0,1
TKT-01959,2026-01-30 14:25:00,email,account,low,business,1,56,13,122.7,5,0,1009.4,1800,0,2
TKT-01960,2026-06-20 22:01:00,phone,incident,high,standard,5,16,3,49.0,17,3,978.1,780,1,0
TKT-01961,2026-03-12 14:01:00,chat,account,medium,business,6,21,20,39.0,15,2,798.3,1200,0,0
TKT-01962,2026-03-04 23:29:00,portal,billing,medium,standard,6,24,30,32.1,15,1,842.1,1200,0,0
TKT-01963,2026-04-09 16:47:00,email,technical,medium,business,6,18,38,21.5,13,2,668.5,1200,0,0
TKT-01964,2026-01-30 08:36:00,portal,billing,high,standard,3,4,25,9.5,5,0,203.6,780,0,1
TKT-01965,2026-05-27 14:53:00,phone,how_to,low,standard,6,16,30,29.8,14,0,669.3,1800,0,0
TKT-01966,2026-02-17 12:50:00,portal,billing,low,standard,3,9,20,10.5,2,0,174.4,1800,0,1
TKT-01967,2026-06-16 22:30:00,portal,technical,low,business,5,17,30,24.9,14,0,1094.6,1800,0,0
TKT-01968,2026-01-27 16:04:00,chat,billing,high,standard,3,42,14,171.2,8,1,1165.8,780,1,2
TKT-01969,2026-06-05 13:20:00,email,technical,critical,business,5,14,47,22.8,15,1,712.8,420,1,0
TKT-01970,2026-03-12 23:08:00,portal,technical,medium,standard,5,24,7,44.7,15,1,1040.9,1200,0,0
TKT-01971,2026-04-20 07:47:00,email,account,high,business,2,2,41,10.1,3,0,214.3,780,0,1
TKT-01972,2026-06-07 01:29:00,portal,account,medium,standard,1,42,17,176.4,8,1,1435.4,1200,1,2
TKT-01973,2026-01-24 05:53:00,portal,billing,high,vip,5,17,21,34.4,15,0,784.9,780,1,0
TKT-01974,2026-03-04 11:17:00,portal,incident,low,standard,0,9,35,9.6,2,0,173.2,1800,0,1
TKT-01975,2026-06-20 17:05:00,portal,billing,medium,standard,0,15,43,11.1,5,0,211.4,1200,0,1
TKT-01976,2026-01-27 18:54:00,phone,how_to,medium,standard,0,13,22,10.5,4,0,145.8,1200,0,1
TKT-01977,2026-01-19 12:26:00,email,incident,medium,standard,5,17,34,26.1,12,2,482.2,1200,0,0
TKT-01978,2026-04-05 01:46:00,chat,billing,medium,business,1,49,40,119.2,7,0,994.3,1200,0,2
TKT-01979,2026-01-05 10:47:00,email,incident,high,standard,5,17,19,29.9,14,1,677.6,780,0,0
TKT-01980,2026-06-28 13:11:00,email,account,critical,business,1,9,33,15.5,5,0,203.6,420,0,1
TKT-01981,2026-06-12 16:11:00,phone,incident,high,business,2,47,28,109.3,9,0,882.5,780,1,2
TKT-01982,2026-02-03 20:56:00,portal,incident,medium,standard,2,0,31,15.9,4,0,168.1,1200,0,1
TKT-01983,2026-02-01 02:03:00,phone,account,critical,business,3,50,20,209.7,9,0,2061.8,420,1,2
TKT-01984,2026-05-21 00:25:00,email,account,low,standard,0,8,20,9.1,3,0,137.0,1800,0,1
TKT-01985,2026-04-04 17:35:00,chat,account,high,standard,5,19,14,52.3,17,6,680.6,780,0,0
TKT-01986,2026-05-29 04:54:00,email,technical,medium,standard,3,48,19,91.5,6,1,925.3,1200,0,2
TKT-01987,2026-06-24 04:06:00,email,billing,medium,standard,0,11,35,14.4,3,0,152.9,1200,0,1
TKT-01988,2026-03-14 05:46:00,email,how_to,low,standard,4,24,24,28.4,13,3,579.7,1800,0,0
TKT-01989,2026-02-15 16:46:00,phone,how_to,medium,vip,2,50,30,124.1,6,0,1059.5,1200,0,2
TKT-01990,2026-04-22 12:27:00,chat,how_to,medium,business,2,4,34,8.1,3,0,152.1,1200,0,1
TKT-01991,2026-04-25 07:17:00,portal,how_to,medium,vip,1,11,35,15.2,3,0,152.2,1200,0,1
TKT-01992,2026-03-19 19:51:00,phone,account,high,standard,6,10,21,32.0,16,2,1074.3,780,1,0
TKT-01993,2026-02-23 19:52:00,chat,technical,critical,business,1,4,20,14.3,3,0,225.7,420,0,1
TKT-01994,2026-02-17 05:15:00,email,billing,low,standard,1,11,38,9.6,2,0,101.6,1800,0,1
TKT-01995,2026-04-04 21:05:00,portal,incident,medium,standard,4,27,4,41.8,15,1,1145.6,1200,0,0
TKT-01996,2026-03-18 16:49:00,portal,incident,medium,vip,4,49,22,155.4,7,1,914.5,1200,0,2
TKT-01997,2026-03-24 08:31:00,portal,account,medium,standard,0,16,39,14.7,2,0,97.0,1200,0,1
TKT-01998,2026-01-18 03:39:00,portal,billing,medium,standard,1,2,36,16.0,3,0,209.4,1200,0,1
TKT-01999,2026-06-08 13:01:00,phone,incident,critical,vip,2,52,19,111.9,8,0,1244.0,420,1,2
TKT-02000,2026-05-08 06:03:00,portal,technical,high,business,5,23,19,47.9,17,1,718.7,780,0,0
TKT-02001,2026-06-15 09:53:00,chat,incident,low,business,3,47,13,119.8,8,0,1065.5,1800,0,2
TKT-02002,2026-05-30 06:06:00,chat,incident,medium,standard,5,13,30,40.4,15,0,963.8,1200,0,0
TKT-02003,2026-04-22 09:13:00,chat,technical,high,standard,3,53,25,74.5,6,0,947.8,780,1,2
TKT-02004,2026-02-25 07:58:00,portal,technical,medium,vip,4,17,24,23.8,11,3,782.9,1200,0,0
TKT-02005,2026-04-28 17:06:00,email,technical,low,standard,1,15,37,12.7,4,0,124.9,1800,0,1
TKT-02006,2026-04-12 23:10:00,chat,technical,high,standard,4,54,14,139.7,9,1,1626.7,780,1,2
TKT-02007,2026-06-16 06:45:00,chat,incident,medium,standard,4,12,14,27.3,16,2,1059.8,1200,0,0
TKT-02008,2026-02-11 18:52:00,portal,how_to,low,vip,0,5,16,9.4,3,0,151.5,1800,0,1
TKT-02009,2026-01-05 14:52:00,email,how_to,medium,business,0,13,28,12.7,4,0,137.9,1200,0,1
TKT-02010,2026-01-23 22:37:00,portal,technical,medium,business,6,15,26,36.6,16,2,429.4,1200,0,0
TKT-02011,2026-02-01 12:44:00,email,how_to,medium,vip,2,3,32,18.3,3,0,155.6,1200,0,1
TKT-02012,2026-04-30 10:49:00,portal,incident,medium,standard,1,3,40,10.5,3,0,161.0,1200,0,1
TKT-02013,2026-01-27 09:31:00,portal,how_to,high,business,1,16,43,10.6,4,0,255.0,780,0,1
TKT-02014,2026-01-25 03:20:00,chat,technical,low,standard,6,15,12,35.9,16,1,672.7,1800,0,0
TKT-02015,2026-03-13 11:04:00,portal,billing,low,business,5,26,15,22.6,13,3,997.2,1800,0,0
TKT-02016,2026-05-21 18:08:00,phone,incident,medium,standard,4,11,15,31.8,13,2,618.5,1200,0,0
TKT-02017,2026-03-18 09:39:00,chat,billing,low,vip,0,16,27,18.3,3,0,158.2,1800,0,1
TKT-02018,2026-02-18 21:58:00,portal,how_to,low,vip,0,5,31,11.8,2,0,297.3,1800,0,1
TKT-02019,2026-02-21 04:42:00,email,how_to,high,business,4,21,28,30.8,18,5,879.2,780,1,0
TKT-02020,2026-05-28 07:58:00,portal,billing,low,standard,1,2,35,12.7,3,0,145.6,1800,0,1
TKT-02021,2026-03-19 23:46:00,phone,incident,low,standard,4,21,29,22.2,11,1,922.9,1800,0,0
TKT-02022,2026-03-08 07:56:00,email,incident,low,standard,1,13,39,12.5,2,0,178.8,1800,0,1
TKT-02023,2026-05-20 05:23:00,portal,how_to,medium,standard,1,8,31,7.9,3,0,211.8,1200,0,1
TKT-02024,2026-03-08 09:23:00,email,billing,high,standard,2,10,26,10.9,2,1,187.8,780,0,1
TKT-02025,2026-03-06 05:10:00,portal,billing,high,business,5,29,26,38.6,15,2,658.8,780,0,0
TKT-02026,2026-05-16 02:28:00,email,billing,medium,business,1,11,31,12.8,4,0,167.5,1200,0,1
TKT-02027,2026-02-28 22:36:00,email,technical,high,vip,3,49,28,79.5,6,1,1442.3,780,1,2
TKT-02028,2026-04-02 20:20:00,portal,how_to,medium,standard,0,12,36,11.9,3,0,167.1,1200,0,1
TKT-02029,2026-04-30 15:18:00,chat,technical,medium,standard,5,25,24,45.2,13,1,696.4,1200,0,0
TKT-02030,2026-02-06 04:13:00,email,incident,medium,business,4,26,16,28.2,16,2,887.1,1200,0,0
TKT-02031,2026-01-24 02:27:00,email,how_to,medium,standard,1,19,49,17.2,4,0,237.9,1200,0,1
TKT-02032,2026-06-03 01:45:00,chat,billing,medium,business,5,27,30,32.9,14,1,1031.7,1200,0,0
TKT-02033,2026-02-23 11:10:00,phone,how_to,medium,business,1,13,46,17.8,3,0,145.5,1200,0,1
TKT-02034,2026-03-03 05:27:00,email,billing,medium,standard,5,14,16,26.0,13,3,660.1,1200,0,0
TKT-02035,2026-04-17 03:42:00,chat,how_to,medium,standard,1,10,41,16.4,4,1,145.1,1200,0,1
TKT-02036,2026-01-19 11:59:00,email,technical,low,vip,1,52,28,143.0,6,1,682.8,1800,0,2
TKT-02037,2026-01-09 04:55:00,chat,billing,high,business,3,40,29,154.2,8,0,1200.0,780,1,2
TKT-02038,2026-03-16 21:07:00,portal,account,high,standard,2,11,32,13.8,3,0,191.6,780,0,1
TKT-02039,2026-06-24 06:55:00,chat,incident,low,business,5,25,33,41.6,13,3,636.7,1800,0,0
TKT-02040,2026-04-14 07:30:00,portal,incident,medium,business,2,49,10,83.3,8,1,1339.4,1200,1,2
TKT-02041,2026-04-15 02:57:00,phone,account,low,standard,0,8,31,12.5,2,0,112.5,1800,0,1
TKT-02042,2026-04-20 18:42:00,phone,billing,low,vip,3,51,27,111.9,7,0,1014.2,1800,0,2
TKT-02043,2026-06-04 23:14:00,email,how_to,critical,vip,5,13,19,38.7,16,2,1153.8,420,1,0
TKT-02044,2026-05-31 09:49:00,email,account,high,standard,1,36,9,109.5,9,0,1073.6,780,1,2
TKT-02045,2026-01-05 08:34:00,email,incident,medium,standard,3,61,19,115.9,8,2,1164.0,1200,0,2
TKT-02046,2026-04-08 10:52:00,portal,incident,low,business,0,9,50,14.4,4,0,140.4,1800,0,1
TKT-02047,2026-04-09 09:26:00,chat,account,critical,business,4,27,23,19.4,18,3,600.0,420,1,0
TKT-02048,2026-02-10 06:25:00,chat,account,medium,business,6,19,29,34.9,13,0,694.2,1200,0,0
TKT-02049,2026-06-25 12:11:00,email,billing,medium,standard,0,14,36,14.2,2,0,92.2,1200,0,1
TKT-02050,2026-02-17 02:23:00,portal,how_to,low,business,2,6,57,11.5,3,0,105.9,1800,0,1
TKT-02051,2026-05-31 02:16:00,phone,incident,low,business,2,55,23,148.0,7,2,1598.5,1800,0,2
TKT-02052,2026-01-19 03:37:00,portal,how_to,medium,standard,1,10,33,8.1,3,0,137.1,1200,0,1
TKT-02053,2026-04-19 07:43:00,chat,account,low,standard,6,26,14,37.8,13,1,1174.6,1800,0,0
TKT-02054,2026-05-13 11:11:00,portal,account,high,business,3,49,29,99.2,9,0,1062.6,780,1,2
TKT-02055,2026-04-01 17:48:00,portal,how_to,low,vip,1,1,31,14.8,4,1,128.5,1800,0,1
TKT-02056,2026-01-20 01:40:00,portal,account,high,business,6,18,22,30.7,16,1,813.2,780,1,0
TKT-02057,2026-01-23 07:20:00,email,incident,high,standard,3,52,40,102.2,8,0,841.9,780,1,2
TKT-02058,2026-04-20 01:06:00,chat,billing,high,vip,6,18,17,22.3,15,0,589.9,780,0,0
TKT-02059,2026-06-05 06:33:00,email,billing,low,standard,3,2,37,10.2,2,0,158.8,1800,0,1
TKT-02060,2026-04-18 10:48:00,email,billing,medium,standard,2,9,47,16.7,3,1,248.0,1200,1,1
TKT-02061,2026-01-19 03:36:00,chat,billing,critical,standard,2,60,8,106.9,7,1,939.1,420,1,2
TKT-02062,2026-05-22 09:22:00,portal,how_to,low,business,1,12,25,10.4,5,0,217.5,1800,0,1
TKT-02063,2026-03-24 15:40:00,portal,account,medium,business,4,25,41,22.0,14,2,867.6,1200,0,0
TKT-02064,2026-01-14 10:24:00,email,how_to,medium,business,2,15,20,10.9,5,0,193.8,1200,0,1
TKT-02065,2026-03-08 05:20:00,chat,account,low,standard,5,13,12,44.9,10,0,679.4,1800,0,0
TKT-02066,2026-02-06 12:34:00,email,incident,high,business,4,42,23,162.6,10,0,1186.6,780,1,2
TKT-02067,2026-06-27 13:15:00,email,technical,high,standard,6,25,24,26.0,12,4,713.8,780,0,0
TKT-02068,2026-06-13 17:18:00,chat,incident,low,vip,3,48,19,208.7,6,2,1362.4,1800,0,2
TKT-02069,2026-01-20 02:13:00,portal,billing,medium,standard,1,10,48,15.1,4,0,143.4,1200,0,1
TKT-02070,2026-04-14 00:03:00,chat,technical,medium,business,5,21,5,15.7,13,2,845.1,1200,0,0
TKT-02071,2026-01-02 06:29:00,portal,technical,medium,business,3,53,22,93.0,8,0,1373.9,1200,1,2
TKT-02072,2026-03-24 09:13:00,chat,billing,high,standard,5,24,17,42.8,15,2,959.8,780,1,0
TKT-02073,2026-01-29 01:32:00,portal,how_to,low,standard,0,12,45,10.0,2,0,330.4,1800,0,1
TKT-02074,2026-05-15 13:57:00,chat,technical,medium,standard,3,50,11,148.3,5,1,973.6,1200,0,2
TKT-02075,2026-01-13 23:18:00,portal,account,high,standard,2,1,41,7.5,2,0,173.9,780,0,1
TKT-02076,2026-06-12 10:55:00,email,account,low,vip,5,24,21,31.5,12,2,478.9,1800,0,0
TKT-02077,2026-02-11 14:33:00,portal,account,critical,business,4,44,24,84.7,9,1,1839.5,420,1,2
TKT-02078,2026-02-17 08:12:00,email,incident,low,vip,3,19,38,17.2,1,1,149.0,1800,0,1
TKT-02079,2026-06-09 10:27:00,portal,how_to,medium,standard,2,15,36,13.3,3,0,219.9,1200,0,1
TKT-02080,2026-06-12 06:22:00,portal,incident,low,standard,0,14,37,24.6,3,0,154.4,1800,0,1
TKT-02081,2026-01-18 06:39:00,email,account,medium,vip,2,6,33,16.8,4,0,176.0,1200,0,1
TKT-02082,2026-01-20 13:33:00,portal,account,medium,business,1,15,32,9.0,2,0,166.4,1200,0,1
TKT-02083,2026-06-03 14:49:00,portal,incident,high,standard,5,21,33,24.8,17,1,775.7,780,0,0
TKT-02084,2026-06-25 23:35:00,chat,how_to,critical,business,2,2,36,16.0,5,0,178.5,420,0,1
TKT-02085,2026-03-29 23:20:00,chat,technical,high,vip,6,23,41,39.6,15,4,589.1,780,0,0
TKT-02086,2026-01-30 16:09:00,chat,account,medium,business,1,12,22,12.3,2,0,328.0,1200,0,1
TKT-02087,2026-01-28 11:27:00,portal,account,medium,business,0,6,21,15.4,5,0,147.5,1200,0,1
TKT-02088,2026-02-17 22:08:00,email,how_to,high,standard,1,12,19,13.2,5,0,225.2,780,0,1
TKT-02089,2026-05-04 08:51:00,chat,billing,high,standard,4,23,37,28.5,15,3,556.0,780,0,0
TKT-02090,2026-01-18 09:17:00,portal,account,high,business,5,25,2,24.3,14,1,1385.4,780,1,0
TKT-02091,2026-04-26 11:08:00,email,billing,low,standard,1,9,38,15.1,5,0,184.4,1800,0,1
TKT-02092,2026-05-25 15:52:00,portal,technical,high,standard,2,54,23,93.7,8,0,1224.5,780,1,2
TKT-02093,2026-01-26 20:35:00,phone,incident,high,standard,5,14,2,29.0,14,2,896.3,780,1,0
TKT-02094,2026-06-27 03:52:00,email,account,low,standard,1,20,39,10.3,5,0,230.6,1800,0,1
TKT-02095,2026-06-27 17:38:00,email,technical,medium,business,3,54,16,72.9,6,0,1231.9,1200,1,2
TKT-02096,2026-02-23 10:56:00,portal,how_to,critical,standard,1,8,29,13.4,3,0,209.9,420,0,1
TKT-02097,2026-01-21 04:29:00,portal,billing,low,standard,1,0,40,13.8,2,0,153.9,1800,0,1
TKT-02098,2026-02-28 14:38:00,email,account,low,standard,6,17,32,25.3,13,1,733.5,1800,0,0
TKT-02099,2026-02-16 12:04:00,email,how_to,low,business,0,4,29,13.0,2,1,103.2,1800,0,1
TKT-02100,2026-02-20 05:11:00,email,how_to,low,business,1,3,33,12.2,3,1,148.7,1800,0,1
TKT-02101,2026-06-16 11:37:00,email,account,high,standard,4,24,13,34.3,17,0,1322.0,780,1,0
TKT-02102,2026-01-28 20:51:00,portal,how_to,high,standard,1,9,26,11.7,4,0,226.2,780,0,1
TKT-02103,2026-02-27 01:31:00,chat,technical,critical,standard,3,49,20,72.5,8,2,2305.2,420,1,2
TKT-02104,2026-05-22 17:45:00,email,how_to,high,business,2,44,2,148.5,7,2,1534.3,780,1,2
TKT-02105,2026-01-11 08:32:00,portal,account,high,business,5,25,11,42.2,18,1,1060.5,780,1,0
TKT-02106,2026-01-11 22:18:00,phone,how_to,medium,business,5,29,21,43.3,15,3,804.0,1200,0,0
TKT-02107,2026-02-24 08:07:00,email,technical,high,business,4,20,25,26.7,16,1,509.2,780,0,0
TKT-02108,2026-06-24 04:47:00,email,technical,medium,standard,2,52,16,142.2,8,2,928.2,1200,0,2
TKT-02109,2026-06-01 02:25:00,phone,how_to,low,standard,2,5,30,12.8,1,0,258.0,1800,0,1
TKT-02110,2026-06-16 22:00:00,portal,how_to,critical,standard,1,10,45,20.3,5,0,210.5,420,0,1
TKT-02111,2026-06-05 12:27:00,phone,incident,high,business,5,14,19,36.4,18,1,839.6,780,1,0
TKT-02112,2026-01-22 07:39:00,chat,technical,medium,business,4,25,35,36.8,15,0,820.9,1200,0,0
TKT-02113,2026-03-14 04:17:00,email,account,medium,business,0,10,32,15.0,1,0,188.8,1200,0,1
TKT-02114,2026-04-06 07:32:00,portal,technical,medium,standard,6,17,22,28.1,13,3,580.2,1200,0,0
TKT-02115,2026-01-30 23:41:00,portal,account,low,business,1,14,34,17.6,4,1,195.9,1800,0,1
TKT-02116,2026-06-28 17:07:00,email,incident,medium,standard,1,56,12,116.8,7,2,979.0,1200,0,2
TKT-02117,2026-04-19 13:15:00,portal,billing,low,standard,1,3,13,10.6,3,0,140.2,1800,0,1
TKT-02118,2026-06-03 11:18:00,portal,account,medium,business,1,6,35,8.7,4,0,164.7,1200,0,1
TKT-02119,2026-02-16 13:19:00,email,how_to,low,standard,1,1,15,13.0,2,0,217.4,1800,0,1
TKT-02120,2026-05-09 17:22:00,email,account,medium,standard,0,7,35,15.5,2,0,164.5,1200,0,1
TKT-02121,2026-01-20 01:33:00,portal,billing,low,standard,1,8,38,12.0,3,0,148.3,1800,0,1
TKT-02122,2026-01-05 01:01:00,email,how_to,high,business,0,8,34,7.9,3,0,235.4,780,0,1
TKT-02123,2026-04-26 07:29:00,chat,incident,medium,standard,2,10,22,20.4,2,0,284.9,1200,0,1
TKT-02124,2026-01-13 07:23:00,email,technical,high,vip,1,1,37,14.8,3,0,209.8,780,0,1
TKT-02125,2026-02-19 17:04:00,email,how_to,low,vip,0,18,27,11.0,2,0,147.9,1800,0,1
TKT-02126,2026-05-23 22:09:00,email,incident,medium,business,1,11,27,14.6,4,0,154.8,1200,0,1
TKT-02127,2026-03-31 14:03:00,portal,how_to,high,standard,1,7,37,10.0,3,0,185.2,780,0,1
TKT-02128,2026-03-09 18:14:00,portal,billing,low,business,0,0,28,8.0,1,0,132.0,1800,0,1
TKT-02129,2026-02-22 06:54:00,chat,technical,low,standard,0,14,34,18.4,4,0,181.8,1800,0,1
TKT-02130,2026-05-01 07:37:00,email,how_to,low,business,2,12,27,14.6,2,0,166.9,1800,0,1
TKT-02131,2026-06-21 19:09:00,email,billing,low,standard,2,0,31,15.8,1,0,183.6,1800,0,1
TKT-02132,2026-05-14 01:15:00,phone,technical,high,standard,4,49,32,138.4,4,1,967.9,780,1,2
TKT-02133,2026-03-06 14:30:00,portal,billing,medium,standard,3,45,20,117.7,7,0,1420.3,1200,1,2
TKT-02134,2026-03-17 23:50:00,email,account,medium,vip,3,54,11,55.7,7,0,1144.6,1200,0,2
TKT-02135,2026-01-19 13:16:00,chat,account,high,vip,4,17,23,32.9,13,0,456.7,780,0,0
TKT-02136,2026-01-26 19:24:00,portal,technical,low,business,5,20,12,32.5,12,1,647.2,1800,1,0
TKT-02137,2026-02-18 06:33:00,email,how_to,low,standard,3,8,41,11.8,2,0,139.8,1800,0,1
TKT-02138,2026-03-11 14:31:00,chat,account,high,business,3,46,14,146.6,8,1,646.0,780,0,2
TKT-02139,2026-06-28 05:26:00,chat,technical,medium,vip,3,52,7,158.4,7,0,1476.6,1200,1,2
TKT-02140,2026-06-06 18:55:00,email,billing,medium,business,3,60,23,161.6,9,0,1362.4,1200,1,2
TKT-02141,2026-01-21 08:17:00,chat,account,medium,standard,1,51,24,62.1,7,1,1119.4,1200,0,2
TKT-02142,2026-03-01 14:17:00,portal,technical,low,business,4,15,17,42.6,12,0,829.6,1800,0,0
TKT-02143,2026-01-11 03:18:00,chat,incident,high,vip,2,59,23,160.1,9,0,1984.2,780,1,2
TKT-02144,2026-01-12 06:38:00,portal,billing,low,standard,2,56,18,97.9,5,1,1735.4,1800,0,2
TKT-02145,2026-03-09 11:00:00,chat,technical,low,standard,0,12,50,9.1,5,0,143.5,1800,0,1
TKT-02146,2026-06-22 15:26:00,email,technical,critical,standard,2,61,17,131.1,10,0,2108.5,420,1,2
TKT-02147,2026-02-03 07:46:00,portal,how_to,high,standard,0,16,36,10.7,4,0,202.0,780,0,1
TKT-02148,2026-05-03 12:31:00,email,incident,medium,business,3,46,9,125.4,6,0,965.2,1200,0,2
TKT-02149,2026-03-12 16:09:00,portal,technical,medium,standard,2,53,11,64.1,7,0,805.6,1200,0,2
TKT-02150,2026-04-08 08:30:00,portal,billing,medium,standard,0,19,41,12.8,3,0,180.9,1200,0,1
TKT-02151,2026-06-06 11:09:00,chat,technical,high,standard,6,24,6,39.0,15,0,1076.0,780,1,0
TKT-02152,2026-05-30 05:44:00,chat,account,medium,business,3,8,32,12.8,2,0,166.9,1200,0,1
TKT-02153,2026-05-30 01:52:00,portal,incident,medium,vip,4,57,25,73.9,8,1,814.2,1200,0,2
TKT-02154,2026-03-16 00:12:00,chat,technical,medium,business,2,56,25,153.9,7,0,725.9,1200,0,2
TKT-02155,2026-01-09 17:51:00,chat,incident,medium,business,5,24,24,33.9,13,0,1027.8,1200,0,0
TKT-02156,2026-06-27 07:42:00,chat,incident,critical,standard,2,50,4,153.2,9,0,1572.1,420,1,2
TKT-02157,2026-06-28 22:02:00,portal,technical,high,business,2,16,38,14.4,5,0,260.9,780,0,1
TKT-02158,2026-06-04 08:42:00,portal,incident,low,business,1,17,41,10.6,3,0,211.6,1800,0,1
TKT-02159,2026-03-27 21:43:00,phone,billing,medium,standard,5,24,40,33.2,14,1,1015.9,1200,0,0
TKT-02160,2026-02-20 11:57:00,portal,how_to,low,vip,1,19,29,11.1,4,0,124.7,1800,0,1
TKT-02161,2026-02-01 10:13:00,email,technical,high,standard,5,16,24,33.3,15,2,684.8,780,0,0
TKT-02162,2026-03-08 18:55:00,email,billing,high,business,0,18,30,17.8,4,0,234.0,780,0,1
TKT-02163,2026-03-02 04:42:00,portal,billing,medium,standard,0,7,34,17.0,2,0,188.5,1200,0,1
TKT-02164,2026-02-19 15:12:00,chat,incident,low,business,5,18,24,38.7,12,2,555.3,1800,0,0
TKT-02165,2026-06-21 01:07:00,portal,incident,high,standard,4,44,21,111.5,7,0,1026.7,780,1,2
TKT-02166,2026-04-29 16:21:00,email,billing,low,standard,1,7,34,22.2,4,0,103.3,1800,0,1
TKT-02167,2026-02-10 03:29:00,phone,technical,critical,business,2,41,25,78.7,11,1,1548.8,420,1,2
TKT-02168,2026-04-26 01:54:00,phone,billing,medium,vip,5,11,13,36.7,12,0,911.9,1200,0,0
TKT-02169,2026-05-07 21:44:00,chat,billing,high,standard,2,14,30,14.1,4,0,254.3,780,0,1
TKT-02170,2026-04-05 01:13:00,chat,how_to,medium,business,5,20,26,30.3,12,0,1046.0,1200,0,0
TKT-02171,2026-06-20 09:44:00,email,technical,low,business,5,22,30,52.4,12,0,740.0,1800,0,0
TKT-02172,2026-06-23 20:25:00,phone,billing,low,business,1,12,24,12.1,3,0,248.9,1800,0,1
TKT-02173,2026-03-19 18:54:00,phone,technical,low,standard,5,10,23,46.4,11,1,483.6,1800,0,0
TKT-02174,2026-03-27 00:13:00,email,account,low,standard,2,12,22,12.5,2,0,261.8,1800,0,1
TKT-02175,2026-02-09 01:44:00,portal,billing,medium,vip,1,3,43,14.9,1,0,98.3,1200,0,1
TKT-02176,2026-05-22 01:40:00,portal,how_to,low,standard,6,17,28,30.8,14,2,654.3,1800,0,0
TKT-02177,2026-06-17 14:17:00,chat,billing,low,business,5,19,20,50.8,15,1,608.7,1800,0,0
TKT-02178,2026-04-29 10:58:00,chat,incident,medium,vip,4,48,12,102.8,7,0,1175.3,1200,0,2
TKT-02179,2026-02-06 04:36:00,portal,technical,low,standard,1,19,32,11.2,4,1,202.3,1800,0,1
TKT-02180,2026-04-04 06:33:00,email,account,critical,standard,3,49,2,102.3,7,2,1730.0,420,0,2
TKT-02181,2026-05-24 00:32:00,email,account,critical,standard,2,54,24,171.7,12,0,2520.3,420,1,2
TKT-02182,2026-01-08 13:51:00,portal,account,low,vip,2,50,32,92.6,6,0,1391.0,1800,0,2
TKT-02183,2026-04-17 05:41:00,phone,technical,high,vip,2,44,15,153.7,10,0,1065.8,780,1,2
TKT-02184,2026-04-29 08:22:00,portal,billing,medium,business,0,11,40,13.1,5,0,172.9,1200,0,1
TKT-02185,2026-04-07 14:46:00,portal,how_to,critical,business,5,15,35,28.8,18,0,727.3,420,1,0
TKT-02186,2026-04-26 16:00:00,portal,billing,low,standard,1,9,34,12.5,2,0,162.0,1800,0,1
TKT-02187,2026-06-11 06:10:00,chat,account,medium,standard,2,56,17,107.3,7,0,1607.3,1200,1,2
TKT-02188,2026-01-23 11:27:00,chat,account,medium,standard,5,27,27,45.0,15,1,690.4,1200,0,0
TKT-02189,2026-04-13 17:26:00,portal,how_to,high,standard,2,6,35,15.5,5,0,241.9,780,0,1
TKT-02190,2026-05-24 06:21:00,portal,technical,high,standard,4,47,5,119.0,6,0,2000.3,780,1,2
